sessionId,askAnswerId,machineId,configId,audioUrl,question,answer,isInterrupt,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,isMentionedBrandsInKM,quickReplyLevel,quickReplyParentTitle,questionNumber,keyword,machineName
1788089979767,1788089979767-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=b1b68c017a4bc5faf40b1f01973ab487,โปรโมชั่น,"ตอนนี้มีโปรโมชั่นหลายรายการเลยค่ะมีโปรโมชั่น M Power White ที่จะได้รับส่วนลดเพิ่ม 5% เมื่อซื้อสินค้าครบ 1,500 บาทขึ้นไปต่อใบเสร็จค่ะนอกจากนี้ยังมีโปรโมชั่นสำหรับผู้ถือบัตร Bangkok Bank M VISA Lingling Deal ที่จะได้รับ M Cash Coupon สูงสุด 7,600 บาท และส่วนลด E-Coupon 50% ค่ะสำหรับลูกค้าที่ซื้อ Samsung Galaxy Z Fold8/Flip8 ก็มีโปรโมชั่นส่วนลดพิเศษจากบัตร Bangkok Bank M Visa, CardX และ SCB รวมถึง UOB ด้วยนะคะและยังมีโปรโมชั่น Alto Coffee Roasters ลด 50% เมื่อแลก 1 M Point สำหรับเมนู Americano, Caffe Latte และ Thai Milk Tea ค่ะสุดท้ายนี้ยังมีโปรโมชั่น THE MALL GROUP x VIETJET Gourmet Market ที่จะได้รับส่วนลด 100 บาท เมื่อซื้อสินค้าครบ 1,200 บาทค่ะ",FALSE,th-TH,,false,2026-08-30T18:39:54.792+07:00,2026-08-30T18:41:04.536+07:00,Promotions,,,,,,2,"promotion,discount,offer,deal",TheMall-002-M8-BKP-03
1788089979767,1788089979767-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",FALSE,th-TH,,false,2026-08-30T18:39:43.963+07:00,2026-08-30T18:39:50.900+07:00,Quick Reply,,,,1,quick reply: promotion,1,,TheMall-002-M8-BKP-03
1788088746329,1788088746329-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=9c47dc8fd57b79e03d542e6c3c4491ed,สวัสดี,สวัสดีค่ะ ยินดีต้อนรับสู่ The Mall Bangkapi นะคะ มีอะไรให้ M-Agent ช่วยเหลือไหมคะ?,FALSE,th-TH,,false,2026-08-30T18:19:07.923+07:00,2026-08-30T18:19:31.448+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1788088721916,1788088721916-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=b14889c590b5e6725f85c3aa4f9f1870,yes yes,I'm here to help! What would you like to know?,FALSE,en-US,,false,2026-08-30T18:18:54.223+07:00,2026-08-30T18:18:58.595+07:00,TranscriptionError,,,,,,2,,TheMall-002-M8-BKP-03
1788088721916,1788088721916-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=7db5aa3744cdcb7e5c47dd1c4bbd6256,hello,"Hi there! I'm M-Agent, and I'm so happy to help you today.
What can I assist you with?",TRUE,en-US,,,2026-08-30T18:18:43.777+07:00,2026-08-30T18:18:52.174+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1788086492578,1788086492578-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,您好！这里有很多咖啡和茶饮店哦！比如，您可以在G层的 **GAGA**、**KAMU KAMU**、**Fuku Matcha** 和 **STARBUCKS** 找到咖啡和茶。另外，M Card会员还可以在 **Alto Coffee Roasters**、**D'oro**、**GAGA Attitude In A Cup**、**Inthanin**、**KAMU**、**Ochaya**、**Oh! Juice**、**Olino**、**Rabbit Bubble Milk Tea**、**Taobin**、**The Alley** 等参与活动的咖啡/茶饮店兑换M积分，享受免费饮品或折扣呢！,FALSE,zh-CN,,false,2026-08-30T17:41:42.478+07:00,2026-08-30T17:42:13.906+07:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,"coffee,tea,beverage",TheMall-002-M8-BKP-03
1788084306643,1788084306643-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",FALSE,en-US,,false,2026-08-30T17:37:52.998+07:00,2026-08-30T17:37:59.162+07:00,Quick Reply,,,,1,quick reply: promotion,1,,TheMall-002-M8-BKP-03
1788085259961,1788085259961-2,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=5728e80be100a3e65d64889877f155f3,What are the directions?,"The cinema, **Bangkapi Cineplex (Major)**, is on the **3rd floor** of The Mall Lifestore Bangkapi. There's also **BANGKAPI CINEPLEX (EGV)** on the **3rd floor**.",FALSE,en-US,,false,2026-08-30T17:21:17.525+07:00,2026-08-30T17:21:29.908+07:00,Map and Navigation,"Cinema, Karaoke, Bowling",Bangkapi Cineplex,true,,,2,"directions,cinema,Bangkapi Cineplex,Major,Bangkapi Cineplex (EGV),3rd floor",TheMall-005-M8-BKP-02
1788085259961,1788085259961-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=9619bf87ff5703472152ccf9e8522751,Where is the cinema?,"The cinema, **Bangkapi Cineplex (Major)**, is on the **3rd floor** of The Mall Lifestore Bangkapi.
There's also **BANGKAPI CINEPLEX (EGV)** on the **3rd floor**.",TRUE,en-US,,,2026-08-30T17:21:05.215+07:00,2026-08-30T17:21:15.726+07:00,Map and Navigation,"Cinema, Karaoke, Bowling",,,,,1,,TheMall-005-M8-BKP-02
1788083743613,1788083743613-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,KKV อยู่ชั้นไหน,KKV อยู่ที่ชั้น **M** ค่ะ,FALSE,th-TH,,false,2026-08-30T16:56:29.163+07:00,2026-08-30T16:56:33.282+07:00,Map and Navigation,,KKV,true,,,2,"KKV,store,floor,location",TheMall-002-M8-BKP-03
1788083743613,1788083743613-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=08cf04066d389591ebb82791aa482a43,KKV อยู่ชั้นไหน,KKV อยู่ที่ชั้น **M** ค่ะ,FALSE,th-TH,,false,2026-08-30T16:55:45.332+07:00,2026-08-30T16:56:04.906+07:00,Map and Navigation,,KKV,true,,,1,"KKV,store location,floor",TheMall-002-M8-BKP-03
1788083651676,1788083651676-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=ed105cd3a048a110910d5ed2c1286954,หมวก,คุณลูกค้ากำลังมองหาหมวกอยู่ใช่ไหมคะ ที่นี่มีร้านที่ขายหมวกหลายร้านเลยค่ะ มีร้าน **ESP** อยู่ที่ชั้น M และร้าน **Levi's** อยู่ที่ชั้น 1 ค่ะ นอกจากนี้ยังมีร้าน **QA Brand Cap** อยู่ที่ชั้น 2 ด้วยนะคะ,FALSE,th-TH,,false,2026-08-30T16:54:15.960+07:00,2026-08-30T16:54:46.486+07:00,Products & Services,Fashion Accessories,,,,,1,"hat,cap,headwear,accessories",TheMall-002-M8-BKP-03
1788083592402,1788083592402-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=e506249b5e38a18f920a677caa8a7e62,what is your name,My name is M-Agent. I'm happy to help you. What can I assist with?,FALSE,en-US,,false,2026-08-30T16:53:28.761+07:00,2026-08-30T16:53:36.676+07:00,Misc,,,,,,2,,TheMall-002-M8-BKP-03
1788083592402,1788083592402-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=ee0f6d0bb2279ea4701c6a6d57f57c30,I need a,I'm here to help! What would you like to know?,FALSE,en-US,,false,2026-08-30T16:53:14.371+07:00,2026-08-30T16:53:24.261+07:00,TranscriptionError,,,,,,1,,TheMall-002-M8-BKP-03
1788079434904,1788079434904-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=ca2f6c3a212c4504ab47229bcac9139f,"Okay, where is the toddler resting area?","We have a lovely **Nursery / Baby Room** on the **3rd floor** near the Kids Planet department, which is beautifully decorated and well-equipped for mothers and children. We also have resting chairs distributed across several zones within the mall.",FALSE,en-US,,false,2026-08-30T15:44:10.397+07:00,2026-08-30T15:44:27.127+07:00,Facilities,Mom & Kids,,,,,2,"toddler resting area,resting area,children's play area",TheMall-002-M8-BKP-03
1788079434904,1788079434904-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=f94f18c33355954238dc5d088897b45c,you can hear you,I'm here to help! What would you like to know?,FALSE,en-US,,false,2026-08-30T15:43:56.767+07:00,2026-08-30T15:44:00.837+07:00,TranscriptionError,,,,,,1,,TheMall-002-M8-BKP-03
1788077495125,1788077495125-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=116c761a1efd87488538899cfea4b132,and yeah right,I'm here to help! What would you like to know?,FALSE,en-US,,false,2026-08-30T15:11:47.787+07:00,2026-08-30T15:11:53.325+07:00,Misc,,,,,,2,,TheMall-002-M8-BKP-03
1788077495125,1788077495125-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=728a951a63ec5230781210ba0b068412,hello hello,Hi there! How can I help you today?,FALSE,en-US,,false,2026-08-30T15:11:38.488+07:00,2026-08-30T15:11:43.446+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1788077466151,1788077466151-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",TRUE,th-TH,,,2026-08-30T15:11:24.245+07:00,2026-08-30T15:11:27.627+07:00,Promotions,,,,,,1,,TheMall-002-M8-BKP-03
1788075913092,1788075913092-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",TRUE,en-US,,,2026-08-30T14:45:21.737+07:00,2026-08-30T14:45:28.163+07:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1788068670468,1788068670468-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=73dcafbf57e905c139132f7cf9cc3182,你好，Sizzler在哪里？,Sizzler 在 **3楼**。,FALSE,zh-CN,,false,2026-08-30T12:44:33.327+07:00,2026-08-30T12:44:40.490+07:00,Map and Navigation,Restaurants,Sizzler,true,,,1,"Sizzler,restaurant,dining,location",TheMall-005-M8-BKP-02
1788068626978,1788068626978-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=cc3820c40a491cc319b2f8db21cd409b,你好你好,"您好！
很高兴为您服务！
有什么可以帮您的吗？",TRUE,zh-CN,,,2026-08-30T12:43:52.013+07:00,2026-08-30T12:44:09.776+07:00,Misc,,,,,,1,,TheMall-005-M8-BKP-02
1788067184942,1788067184942-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Bangkok Bank M Visa LingLing Shopping Deals,"โปรโมชัน ""BANGKOK BANK M VISA หลิงหลิงจัดดีล ช็อปฟีลใจฟู"" มีสิทธิประโยชน์มากมายเลยค่ะ คุณจะได้รับ M Cash Coupons สูงสุด 7,600 บาท ส่วนลด E-Coupon 50% (สูงสุด 500 บาท) และ Cash Coupon 400 บาทรายวันค่ะ นอกจากนี้ยังมีสิทธิ์เข้าร่วมปาร์ตี้สุดพิเศษกับหลิงหลิง กวาง และลุ้นรับรางวัลมูลค่ากว่า 3 ล้านบาทสำหรับผู้ที่มียอดใช้จ่ายสูงสุดด้วยนะคะ โปรโมชันนี้เริ่มตั้งแต่วันที่ **29 เมษายน 2026** ถึง **28 พฤษภาคม 2026** ค่ะ",FALSE,th-TH,,false,2026-08-30T12:19:51.687+07:00,2026-08-30T12:20:24.568+07:00,Quick Reply,,,,2,quick reply: promotion,1,"Bangkok Bank M Visa LingLing Shopping Deals,Bangkok Bank,M Visa,LingLing,Shopping Deals,promotion,discount",TheMall-005-M8-BKP-02
1788066073264,1788066073264-3,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=42a21f46ca7bc618dd7f8524daab2ba8,CHAGEE มีโปรโมชั่นอะไรบ้าง,CHAGEE มีโปรโมชั่น Friday Free Day ค่ะ คุณสามารถแลก 1 M Point เพื่อรับสิทธิ์ซื้อ 1 แถม 1 สำหรับเครื่องดื่มได้เลยค่ะ โปรโมชั่นนี้เริ่มตั้งแต่วันที่ 19 มีนาคม 2026 ถึง 25 ธันวาคม 2026 ค่ะ,FALSE,th-TH,,false,2026-08-30T12:02:31.134+07:00,2026-08-30T12:03:01.824+07:00,Promotions,"Coffee, Tea, and Casual Café",CHAGEE,true,,,5,"CHAGEE,promotion,discount,offer,tea,beverage",TheMall-005-M8-BKP-02
1788066073264,1788066073264-2,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=647a592f329c2e9157881d069d863d98,CHAGEE มีไหม CHAGEE ที่ The Mall บางกะปิ มีหรือไม่,ร้าน CHAGEE ที่สาขา The Mall Bangkapi จะเปิดเร็ว ๆ นี้ค่ะ,FALSE,th-TH,,false,2026-08-30T12:02:03.029+07:00,2026-08-30T12:02:25.209+07:00,Shop Specific,"Coffee, Tea, and Casual Café",CHAGEE,true,,,2,"CHAGEE,cafe,restaurant,The Mall Bangkapi",TheMall-005-M8-BKP-02
1788066073264,1788066073264-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,ชา,มีร้านชาหลายร้านเลยค่ะคุณ เช่น - **EVERYDAY THAI TEA** อยู่ที่ชั้น G - **KAMU KAMU** อยู่ที่ชั้น G - **Gong Cha** อยู่ที่ชั้น G - **GAGA** อยู่ที่ชั้น G - **Fuku Matcha** อยู่ที่ชั้น G - **KOI THE** อยู่ที่ชั้น G - **NOSE TEA** อยู่ที่ชั้น 1 - **LIUNI TEA** อยู่ที่ชั้น 3 - **MOLLY TEA** อยู่ที่ชั้น G และ - **STARBUCKS** อยู่ที่ชั้น G ค่ะ,FALSE,th-TH,,false,2026-08-30T12:01:30.951+07:00,2026-08-30T12:01:56.416+07:00,Products & Services,"Coffee, Tea, and Casual Café",,,,,1,"tea,beverage",TheMall-005-M8-BKP-02
