sessionId,askAnswerId,machineId,configId,audioUrl,question,answer,isInterrupt,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,isMentionedBrandsInKM,quickReplyLevel,quickReplyParentTitle,questionNumber,keyword,machineName
1787474695312,1787474695312-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=aa431b5d7a7b9cf6530e4c4f786cca6b,what are you doing in school,I'm here at The Mall Bangkapi to help you with anything you need! What can I assist you with today?,FALSE,en-US,,false,2026-08-23T15:44:58.590+07:00,2026-08-23T15:45:07.354+07:00,Out of Scope,,,,,,1,,TheMall-005-M8-BKP-02
1787471988823,1787471988823-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",FALSE,en-US,,false,2026-08-23T15:01:03.582+07:00,2026-08-23T15:01:12.512+07:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1787471851350,1787471851350-4,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,where is NOSE TEA,"Oh, you're looking for **NOSE TEA**! You can find it on Floor 1 at The Mall Lifestore Bangkapi. It's a lovely cafe and restaurant with dining options for you!",FALSE,en-US,,false,2026-08-23T14:59:22.455+07:00,2026-08-23T14:59:31.154+07:00,Shop Specific,"Coffee, Tea, and Casual Café",NOSE TEA,true,,,7,"NOSE TEA,cafe,restaurant,food and beverage",TheMall-002-M8-BKP-03
1787471851350,1787471851350-3,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,you are not  helpful,"Oh no, I'm so sorry to hear that! Please tell me what you're looking for, and I'll do my very best to help you find it.",FALSE,en-US,,true,2026-08-23T14:58:51.505+07:00,2026-08-23T14:58:59.670+07:00,Feedback,,,,,,5,,TheMall-002-M8-BKP-03
1787471851350,1787471851350-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,hello,Hi there! How can I help you today?,FALSE,en-US,,false,2026-08-23T14:57:57.947+07:00,2026-08-23T14:58:00.519+07:00,Misc,,,,,,3,,TheMall-002-M8-BKP-03
1787471851350,1787471851350-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Directory,"You’re now at The Mall Life Store Bangkapi.
Is there any store or brand you’d like to find? I can help you with that!",FALSE,en-US,,false,2026-08-23T14:57:34.414+07:00,2026-08-23T14:57:41.453+07:00,Quick Reply,,,,1,quick reply: Directory,1,,TheMall-002-M8-BKP-03
1787471447213,1787471447213-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",FALSE,en-US,,false,2026-08-23T14:51:45.176+07:00,2026-08-23T14:51:51.105+07:00,Quick Reply,,,,1,quick reply: promotion,1,,TheMall-002-M8-BKP-03
1787471426118,1787471426118-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=231617019cafd4e0180d6b4ff93964e7,Where is Watsons?,You can find **Watsons** on the **Ground (G) Floor** and also on the **1st Floor** at The Mall Lifestore Bangkapi.,FALSE,en-US,,false,2026-08-23T14:50:28.186+07:00,2026-08-23T14:50:40.801+07:00,Shop Specific,Drug Store & Personal Care,Watsons,true,,,1,"Watsons,health and beauty store,pharmacy",TheMall-002-M8-BKP-03
1787471361408,1787471361408-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=bffb5094f482324b6e0b6f3b29788b70,ไม่มีเสียง,ฉันคือ M-Agent ค่ะ ยินดีที่ได้ช่วยเหลือคุณ มีอะไรให้ช่วยไหมคะ?,FALSE,th-TH,,false,2026-08-23T14:49:34.086+07:00,2026-08-23T14:49:40.370+07:00,TranscriptionError,,,,,,2,,TheMall-002-M8-BKP-03
1787471361408,1787471361408-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Directory,"ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
อยากหาร้านไหนหรือแบรนด์อะไรเป็นพิเศษไหมคะ เดี๋ยวฉันช่วยดูให้ค่ะ",FALSE,th-TH,,false,2026-08-23T14:49:24.496+07:00,2026-08-23T14:49:33.499+07:00,Quick Reply,,,,1,quick reply: Directory,1,,TheMall-002-M8-BKP-03
1787470720018,1787470720018-4,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=c3ecd9114adb12a3fbf311b85d9cadf9,อ้าว แล้วร้าน Bean ล่ะ,ร้าน BEANS COFFEE ROASTER อยู่ที่ชั้น **2** ของ The Mall Lifestore Bangkapi ค่ะ,FALSE,th-TH,,false,2026-08-23T14:39:37.176+07:00,2026-08-23T14:39:49.533+07:00,Map and Navigation,"Coffee, Tea, and Casual Café",BEANS COFFEE ROASTER,false,,,4,"bean,coffee,cafe,beverage,food",TheMall-001-M8-BKP-01
1787470720018,1787470720018-3,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,UNO Coffee,"ขออภัยค่ะคุณลูกค้า ฉันไม่พบข้อมูลเกี่ยวกับร้าน UNO Coffee นะคะ
แต่ถ้าคุณลูกค้ากำลังมองหาร้านกาแฟ เรามีร้าน 1:2 (ONE TO TWO COFFEE) อยู่ที่ชั้น **G** ค่ะ
หรือจะเป็นร้าน PACAMARA COFFEE ROASTERS ก็อยู่ที่ชั้น **G** เหมือนกันค่ะ
นอกจากนี้ยังมีร้าน STARBUCKS ที่ชั้น **G** ด้วยนะคะ",TRUE,th-TH,,,2026-08-23T14:39:17.883+07:00,2026-08-23T14:39:35.368+07:00,Map and Navigation,Food Court,Olino Crepe & Tea,true,,,3,"O-Li-No Crepe,O-Li-No,floor,level,location",TheMall-001-M8-BKP-01
1787470720018,1787470720018-2,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=d8d22b82198d76b8c193244bf74fbfaf,อยู่ชั้นไหน,ร้าน O-Li-No Crepe จะอยู่ที่ชั้น **G** ของ The Mall Lifestore Bangkapi ค่ะ,FALSE,th-TH,,false,2026-08-23T14:38:55.203+07:00,2026-08-23T14:39:05.013+07:00,Map and Navigation,Food Court,Olino Crepe & Tea,true,,,2,"O-Li-No Crepe,O-Li-No,floor,level,location",TheMall-001-M8-BKP-01
