sessionId,askAnswerId,machineId,configId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,isMentionedBrandsInKM,quickReplyLevel,quickReplyParentTitle,questionNumber,keyword,machineName
1784983910500,1784983910500-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=025d4ca7b812b2266b2e46e40db2f51d,ฮัลโหล,สวัสดีค่ะ ยินดีต้อนรับสู่เดอะมอลล์ไลฟ์สโตร์ บางกะปิค่ะ มีอะไรให้ M-Agent ช่วยไหมคะ?,th-TH,,FALSE,2026-07-25T19:51:51.301+07:00,2026-07-25T19:52:01.122+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1784983825142,1784983825142-1,931f1948-b731-47a8-a4c2-bdd48d473584,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,interrupt,en-US,,,2026-07-25T19:50:46.322+07:00,2026-07-25T19:50:47.723+07:00,Map and Navigation,,,,,,1,,TheMall-003-M8-BKP-04
1784983147955,1784983147955-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,SportsMall Golf Tournament 2026 18th Edition,"SportsMall Golf Tournament 2026 ครั้งที่ 18 เป็นการแข่งขันกอล์ฟสมัครเล่นที่ท้าทายที่สุดแห่งปีค่ะ ชิงถ้วยพระราชทานจากสมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารีค่ะ คุณจะได้รับสิทธิพิเศษและส่วนลดค่าสมัครสูงสุดถึง 1,500 บาทเลยนะคะ",th-TH,,FALSE,2026-07-25T19:39:14.772+07:00,2026-07-25T19:39:35.199+07:00,Events,Golf Tournament,SportsMall,,,,1,"SportsMall Golf Tournament 2026 18th Edition,SportsMall,Golf Tournament,2026,18th Edition",TheMall-002-M8-BKP-03
1784982688026,1784982688026-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US,,FALSE,2026-07-25T19:37:27.773+07:00,2026-07-25T19:37:37.714+07:00,Products & Services,Beverages,,,,,1,,TheMall-002-M8-BKP-03
1784982606835,1784982606835-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=62b04a45479e876bc8677892f01b185f,Dolph Ziggler,"I'm sorry, I couldn't find information about that. If I misunderstood your question, please ask again.",en-US,,TRUE,2026-07-25T19:30:15.733+07:00,2026-07-25T19:30:21.706+07:00,Out of Scope,,,,,,2,,TheMall-002-M8-BKP-03
1784982606835,1784982606835-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=bbabe1dd730911f4f60352b62e1685d2,Stigler,interrupt,en-US,,,2026-07-25T19:30:08.133+07:00,2026-07-25T19:30:12.814+07:00,TranscriptionError,,,,,,1,,TheMall-002-M8-BKP-03
1784982569607,1784982569607-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=198cebe48ee0d71f62e67c50ac8bdeb1,อยู่ไหน,ขออภัยค่ะ คุณต้องการทราบว่าอะไรอยู่ที่ไหนคะ รบกวนคุณลูกค้าช่วยระบุอีกครั้งได้ไหมคะ,th-TH,,TRUE,2026-07-25T19:29:31.503+07:00,2026-07-25T19:29:43.034+07:00,Map and Navigation,,,,,,1,"location,where",TheMall-002-M8-BKP-03
1784981706018,1784981706018-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US,,FALSE,2026-07-25T19:15:09.502+07:00,2026-07-25T19:15:18.797+07:00,Products & Services,Beverages,,,,,1,,TheMall-002-M8-BKP-03
1784980578801,1784980578801-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Special Privilege,"""“You’re currently at The Mall Lifestore Bangkapi.
Discover special privileges waiting for you across the mall.
Would you like to see participating stores?”""",en-US,,FALSE,2026-07-25T18:57:35.939+07:00,2026-07-25T18:57:44.275+07:00,Promotions,,,,,,1,,TheMall-002-M8-BKP-03
1784980530695,1784980530695-3,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=65252bdad59740a92f017896ccd2a375,เธอสวยมากเลย,ขอบคุณมากเลยค่ะคุณลูกค้า M-Agent ดีใจจังเลยค่ะที่ได้ยินแบบนี้ มีอะไรให้ช่วยอีกไหมคะ?,th-TH,,FALSE,2026-07-25T18:55:53.078+07:00,2026-07-25T18:56:01.664+07:00,Out of Scope,,,,,,4,,TheMall-002-M8-BKP-03
1784980530695,1784980530695-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=60cdaad0a6f507a0b2903cee3bedfd62,ห้องน้ำอยู่ไหน,interrupt,th-TH,,,2026-07-25T18:55:42.061+07:00,2026-07-25T18:55:51.174+07:00,Facilities,Facilities,,,,,2,,TheMall-002-M8-BKP-03
1784980530695,1784980530695-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=c001e1aa00aba5dcd09251d9ece6fd0e,ดีจ้า,interrupt,th-TH,,,2026-07-25T18:55:34.351+07:00,2026-07-25T18:55:39.654+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1784978189368,1784978189368-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=95ea2a1536734fff604e1350b86e4c99,ฉันชื่ออะไร,ฉันคือ M-Agent ค่ะ ยินดีที่ได้ช่วยเหลือคุณ มีอะไรให้ช่วยไหมคะ?,th-TH,,FALSE,2026-07-25T18:16:43.093+07:00,2026-07-25T18:16:49.467+07:00,Out of Scope,,,,,,2,,TheMall-002-M8-BKP-03
1784978189368,1784978189368-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=0b310d7bc19a3321a9785f97d15cf29a,ฉันชื่ออะไร,ฉันคือ M-Agent ค่ะ ยินดีที่ได้ช่วยเหลือคุณ มีอะไรให้ช่วยไหมคะ?,th-TH,,FALSE,2026-07-25T18:16:30.654+07:00,2026-07-25T18:16:37.338+07:00,Out of Scope,,,,,,1,,TheMall-002-M8-BKP-03
1784978138262,1784978138262-4,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=e368bd39df11b9f90ef61add61aa5d81,สวัสดี,สวัสดีค่ะคุณ! ยินดีที่ได้ช่วยเหลือนะคะ มีอะไรให้ M-Agent ช่วยไหมคะ?,th-TH,,FALSE,2026-07-25T18:16:22.091+07:00,2026-07-25T18:16:28.652+07:00,Misc,,,,,,4,,TheMall-005-M8-BKP-02
1784978138262,1784978138262-3,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=8f2ed0be83f6b325f009a07facde3361,ทำไมสวยจัง,ขอบคุณมากเลยค่ะคุณ! ฉันดีใจที่คุณชอบนะคะ มีอะไรให้ M-Agent ช่วยอีกไหมคะ?,th-TH,,FALSE,2026-07-25T18:16:09.563+07:00,2026-07-25T18:16:18.551+07:00,Out of Scope,,,,,,3,,TheMall-005-M8-BKP-02
1784978138262,1784978138262-2,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=fc200dd30338fb13e16c2f7f907d4e09,Where is the toilet? ห้องน้ำอยู่ไหน,interrupt,th-TH,,,2026-07-25T18:15:57.411+07:00,2026-07-25T18:16:08.416+07:00,Facilities,Toilet,,,,,2,,TheMall-005-M8-BKP-02
1784978138262,1784978138262-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=506ce8cac0f629afb571ad80a809a2c0,ห้องน้ำอยู่ไหน,interrupt,th-TH,,,2026-07-25T18:15:39.891+07:00,2026-07-25T18:15:55.491+07:00,Facilities,Restrooms,,,,,1,,TheMall-005-M8-BKP-02
1784978138525,1784978138525-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=fbff847e1c34b520c194192175258a05,ห้องน้ำอยู่ไหน,ห้องน้ำมีอยู่ทุกชั้นเลยค่ะ ที่ชั้น M จะอยู่ตรงกลาง ใกล้กับ H&M และทางเข้า Gourmet Market ค่ะ ส่วนชั้น 1 จะอยู่ใกล้ Uniqlo และแผนกรองเท้าและกระเป๋าค่ะ และที่ชั้น 3 จะอยู่ใกล้กับโซน Bangkapi Cineplex และ Starbucks ค่ะ,th-TH,,FALSE,2026-07-25T18:15:39.742+07:00,2026-07-25T18:16:01.357+07:00,Facilities,Facilities,,,,,1,"restroom,toilet,location",TheMall-002-M8-BKP-03
1784978121475,1784978121475-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,interrupt,th-TH,,,2026-07-25T18:15:24.013+07:00,2026-07-25T18:15:25.835+07:00,Map and Navigation,,,,,,1,,TheMall-002-M8-BKP-03
1784977760925,1784977760925-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=d760d7dffd72e56d52a3c45991112a34,how long is the time right now,interrupt,en-US,,,2026-07-25T18:09:22.323+07:00,2026-07-25T18:09:29.667+07:00,Out of Scope,,,,,,1,,TheMall-005-M8-BKP-02
1784974056777,1784974056777-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,Special Privilege,"""“You’re currently at The Mall Lifestore Bangkapi.
Discover special privileges waiting for you across the mall.
Would you like to see participating stores?”""",en-US,,FALSE,2026-07-25T18:03:08.123+07:00,2026-07-25T18:03:16.553+07:00,Promotions,,,,,,1,,TheMall-005-M8-BKP-02
1784976763854,1784976763854-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=b7e9835b1fa9e3eb9e89136e1fc75be4,ร้าน Dairy Queen อยู่ชั้นไหน,ร้าน Dairy Queen มี 2 สาขาในห้างนะคะ สาขาแรกเป็นร้านอาหารฟาสต์ฟู้ด อยู่ที่ชั้น **M** ค่ะ ส่วนอีกสาขาเป็นร้านสำหรับซื้อกลับบ้าน อยู่ที่ชั้น **G** ค่ะ,th-TH,,FALSE,2026-07-25T17:52:46.021+07:00,2026-07-25T17:53:00.677+07:00,Map and Navigation,Shop Specific,Dairy Queen,,,,1,"Dairy Queen,ice cream,dessert,fast food,restaurant,location",TheMall-002-M8-BKP-03
1784976497300,1784976497300-2,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,Fam Time Steak and Pasta,ร้าน Fam Time Steak and Pastaตั้งอยู่ที่ชั้น **M** ของเดอะมอลล์ไลฟ์สโตร์ บางกะปิค่ะ,th-TH,,FALSE,2026-07-25T17:48:43.480+07:00,2026-07-25T17:48:49.977+07:00,Shop Specific,restaurant,Fam Time Steak and Pasta,,,,2,"Fam Time Steak and Pasta,restaurant,food,steak,pasta",TheMall-001-M8-BKP-01
1784976497300,1784976497300-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,"ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
อยากหาร้านไหนหรือแบรนด์อะไรเป็นพิเศษไหมคะ เดี๋ยวฉันช่วยดูให้ค่ะ",th-TH,,FALSE,2026-07-25T17:48:23.049+07:00,2026-07-25T17:48:32.367+07:00,Map and Navigation,,,,,,1,,TheMall-001-M8-BKP-01
1784974033408,1784974033408-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=972ea5bfde17203ce65a47209fcc9ad8,hi,Hi there!  How can I help you today?,en-US,,FALSE,2026-07-25T17:07:14.551+07:00,2026-07-25T17:07:19.731+07:00,Misc,,,,,,1,,TheMall-005-M8-BKP-02
1784972524513,1784972524513-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US,,FALSE,2026-07-25T17:04:27.013+07:00,2026-07-25T17:04:37.065+07:00,Products & Services,Food & Beverage,,,,,1,,TheMall-002-M8-BKP-03
1784972489587,1784972489587-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Coffee or Tea,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
ขณะนี้มีโปรโมชั่นเครื่องดื่มกาแฟและชาภายในศูนย์การค้าค่ะ
สนใจให้ฉันแนะนำร้านที่ร่วมรายการไหมคะ""",th-TH,,FALSE,2026-07-25T16:41:33.133+07:00,2026-07-25T16:41:47.210+07:00,Products & Services,Food & Beverage,,,,,1,,TheMall-002-M8-BKP-03
1784963889973,1784963889973-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",en-US,,FALSE,2026-07-25T16:28:53.543+07:00,2026-07-25T16:28:59.711+07:00,Promotions,,,,,,1,,TheMall-005-M8-BKP-02
1784966994096,1784966994096-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=a338c6ad69af0124393061aeedd141da,ไม่ใช่,มีอะไรให้ M-Agent ช่วยอีกไหมคะ?,th-TH,,FALSE,2026-07-25T15:09:56.674+07:00,2026-07-25T15:10:01.156+07:00,Out of Scope,,,,,,1,,TheMall-002-M8-BKP-03
1784954666736,1784954666736-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,MCard,MCard comes in various types. You can click the cards below to explore them.,en-US,,FALSE,2026-07-25T14:34:26.253+07:00,2026-07-25T14:34:32.154+07:00,Misc,,,,,,1,,TheMall-002-M8-BKP-03
1784958127284,1784958127284-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,Coffee or Tea,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
ขณะนี้มีโปรโมชั่นเครื่องดื่มกาแฟและชาภายในศูนย์การค้าค่ะ
สนใจให้ฉันแนะนำร้านที่ร่วมรายการไหมคะ""",th-TH,,FALSE,2026-07-25T12:42:10.816+07:00,2026-07-25T12:42:22.278+07:00,Products & Services,Food & Beverage,,,,,1,,TheMall-005-M8-BKP-02
1784957375762,1784957375762-2,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,,UNIQLO,UNIQLO ตั้งอยู่ที่ชั้น **M** ของ The Mall Lifestore Bangkapi ค่ะ เป็นร้านค้าแฟชั่นระดับสากลที่มีเสื้อผ้าและเครื่องประดับให้เลือกมากมายเลยค่ะ,th-TH,,FALSE,2026-07-25T12:29:49.864+07:00,2026-07-25T12:30:00.576+07:00,Shop Specific,fashion,UNIQLO,,,,2,"UNIQLO,fashion,clothing,apparel,store,M floor,The Mall Lifestore Bangkapi",TheMall-005-M8-BKP-02
1784957375762,1784957375762-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=15f332fc0104a32214470376856c6c99,UNIQLO,UNIQLO ตั้งอยู่ที่ชั้น **M** ของ The Mall Lifestore Bangkapi ค่ะ เป็นร้านค้าแฟชั่นระดับสากลที่มีเสื้อผ้าและเครื่องประดับให้เลือกมากมายเลยค่ะ,th-TH,,FALSE,2026-07-25T12:29:37.424+07:00,2026-07-25T12:29:49.777+07:00,Shop Specific,clothing,UNIQLO,,,,1,"UNIQLO,clothing,apparel,fashion,store",TheMall-005-M8-BKP-02
1784957021969,1784957021969-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=192b29183cc8705f737b16690ee77520,จีจี้น่ารักไหม,ฉันไม่แน่ใจว่าคุณหมายถึงอะไรค่ะ มีอะไรให้ฉันช่วยหาข้อมูลอย่างอื่นไหมคะ?,th-TH,,FALSE,2026-07-25T12:23:45.739+07:00,2026-07-25T12:23:52.505+07:00,Out of Scope,,,,,,1,,TheMall-001-M8-BKP-01
1784956997883,1784956997883-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=c619ccf236ef873a2ad72d5cd6cb21c1,MUJI อยู่ชั้นไหนคะ,MUJI อยู่ที่ชั้น **G** ค่ะ,th-TH,,FALSE,2026-07-25T12:23:21.130+07:00,2026-07-25T12:23:26.894+07:00,Map and Navigation,Shop Specific,MUJI,,,,1,"MUJI,store,floor,location",TheMall-001-M8-BKP-01
1784956977077,1784956977077-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=bb2727a90c3fe76ad08746df0ddf2e2e,โอโตยะ อยู่ชั้นไหน,โอโตยะ อยู่ที่ชั้น **3** ค่ะ,th-TH,,FALSE,2026-07-25T12:23:01.561+07:00,2026-07-25T12:23:09.481+07:00,Shop Specific,restaurant,OOTOYA,,,,1,"OOTOYA,Ootoya,restaurant,Japanese restaurant,floor",TheMall-001-M8-BKP-01
1784955996149,1784955996149-4,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=9f7718633646901203ff548fac85b4e9,ส่งไปทางไหนครับ,มีจุดบริการแท็กซี่อยู่ที่ทางออกหลักเลยค่ะ และก็มีบริการรถชัทเทิลบัสในบางเส้นทางด้วยนะคะ,th-TH,,FALSE,2026-07-25T12:07:19.318+07:00,2026-07-25T12:07:28.480+07:00,Map and Navigation,,,,,,4,"directions,how to get there,location",TheMall-001-M8-BKP-01
1784955996149,1784955996149-3,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,รวิภาไปทางไหน,interrupt,th-TH,,,2026-07-25T12:07:09.257+07:00,2026-07-25T12:07:17.372+07:00,Map and Navigation,,,,,,3,,TheMall-001-M8-BKP-01
1784955996149,1784955996149-2,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=9b76e5e93e3872971b76c511a6443775,รามอินทราไปทางไหน,interrupt,th-TH,,,2026-07-25T12:06:47.878+07:00,2026-07-25T12:06:53.971+07:00,Map and Navigation,,,,,,2,,TheMall-001-M8-BKP-01
1784955996149,1784955996149-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,interrupt,th-TH,,,2026-07-25T12:06:40.270+07:00,2026-07-25T12:06:44.973+07:00,Map and Navigation,,,,,,1,,TheMall-001-M8-BKP-01
1784954650308,1784954650308-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=12cfde640ab8aa767441badddfc3e0b3,Pacamara อยู่ชั้นไหนคะ,PACAMARA COFFEE ROASTERS อยู่ที่ชั้น **G** ค่ะ,th-TH,,FALSE,2026-07-25T11:44:11.773+07:00,2026-07-25T11:44:19.576+07:00,Map and Navigation,Facilities,Pacamara Coffee Roasters,,,,1,"Pacamara Coffee Roasters,Pacamara,coffee,cafe,beverage,location,floor",TheMall-002-M8-BKP-03
1784951800792,1784951800792-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,"You’re now at The Mall Life Store Bangkapi.
Is there any store or brand you’d like to find? I can help you with that!",en-US,,FALSE,2026-07-25T11:24:09.805+07:00,2026-07-25T11:24:17.252+07:00,Map and Navigation,,,,,,1,,TheMall-001-M8-BKP-01
